f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.8632,1.4482,0.3881,0.4111,1.3524,1.0251,0.6436,0.8467,0.0541,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.0668,0.7562,1.5635,1.8992,3.2102,1.1166,0.9665,0.455,2.938,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.93,0.9122,2.0383,0.6784,4.212,0.7317,0.1431,0.1862,2.5322,C2
f00,f11,f21,f30,f40,f50,f61,f70,f80,0.9613,1.3177,0.3662,1.757,4.0826,0.5735,0.5831,0.3094,2.2927,C2
f00,f11,f21,f30,f41,f50,f61,f70,f80,0.6127,1.1625,1.522,0.2043,3.2542,0.8048,0.9357,0.6739,0.4369,C2
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.2013,1.4544,1.1885,0.692,2.4641,0.184,0.8999,0.8532,0.1417,C2
f01,f10,f21,f30,f41,f50,f60,f70,f81,1.7265,1.4012,1.7935,0.5663,1.4252,0.1625,1.147,0.8598,0.2484,C2
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.5623,0.0745,1.6644,0.1868,2.2801,0.0226,0.7012,0.9499,1.2854,C2
f00,f11,f21,f30,f41,f51,f61,f71,f80,1.0744,0.0989,1.5152,1.3409,2.7812,0.4294,0.6976,0.0369,2.7033,C2
f01,f10,f20,f30,f41,f50,f61,f70,f80,0.4766,0.2397,1.3359,1.1503,3.6016,0.4167,1.0889,1.4557,1.8995,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.8007,0.1478,0.9317,1.1329,3.648,0.3711,0.4763,0.7997,2.8342,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.4983,0.7592,1.6316,1.1454,1.4409,0.191,1.0045,0.9742,3.0921,C2
f01,f10,f20,f30,f41,f50,f61,f70,f80,0.5925,0.6718,1.635,1.5435,1.4831,0.2463,1.0111,1.0979,1.2121,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,0.9559,0.222,0.4483,0.583,2.8191,1.0575,0.3161,0.8443,0.2695,C2
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.8051,0.8407,1.0143,1.6104,0.7587,0.2665,0.5169,1.3388,1.022,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.6688,0.1268,0.4223,1.7972,3.7344,0.0473,0.2147,0.4505,0.2251,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.4079,1.2265,1.7474,0.6339,1.4641,0.0547,1.2533,0.54,1.8623,C2
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.7487,0.2834,0.706,0.4434,2.176,0.3298,0.538,1.338,0.9492,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.0727,0.5569,1.1446,0.9044,4.249,0.5921,0.2128,0.1556,0.6463,C2
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.3795,0.0851,1.8173,0.1124,1.4799,0.5724,0.235,1.1581,3.3336,C2
f01,f10,f20,f30,f40,f50,f61,f71,f80,1.9033,0.1082,1.6831,0.7584,4.1085,1.1176,0.8152,0.8462,1.3901,C2
f01,f10,f21,f30,f40,f50,f61,f71,f80,0.7893,1.3824,0.8926,1.7298,0.3071,0.8793,0.9386,1.0534,3.1408,C2
f01,f11,f21,f30,f40,f50,f61,f70,f80,1.6555,0.0621,0.1383,1.8043,1.4552,1.1021,0.4505,0.1836,0.6913,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.1049,0.7556,1.3059,0.2041,2.0411,0.4741,0.023,1.1461,1.9332,C2
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.5498,0.1935,1.8216,0.1439,0.2548,0.9111,0.5265,1.0972,2.3281,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.9517,1.3919,1.275,0.267,3.3079,0.3349,0.1208,0.4597,2.8711,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.2886,1.5301,0.4219,1.553,2.6349,0.1783,0.6423,1.3582,3.1879,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.6764,0.5635,0.1615,0.8328,4.3161,0.2183,0.639,1.4365,1.7364,C2
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.888,0.5004,0.2208,0.5518,1.1201,0.9162,1.1211,0.8622,1.0476,C2
f00,f11,f21,f30,f40,f50,f61,f70,f80,1.8145,1.3392,0.7885,0.5195,1.8728,0.8896,1.2289,0.6133,0.6364,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.5736,1.3026,1.1414,0.4923,3.4093,0.3905,0.1852,1.4435,1.4974,C2
f01,f11,f20,f30,f40,f50,f61,f70,f80,0.6112,0.0065,0.3784,0.499,2.5775,0.6285,0.2283,0.9112,2.8836,C2
f00,f10,f21,f31,f40,f50,f61,f71,f80,1.7129,1.2241,0.5651,0.928,2.1851,1.0261,1.2691,0.6762,0.823,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.0903,1.0315,1.6562,0.0855,3.241,0.9332,0.2554,1.1562,0.2146,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.4226,0.299,0.6754,1.1168,3.6485,1.0409,0.4706,1.3888,3.322,C2
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.3253,0.9997,2.0398,0.2573,0.2698,0.228,0.1894,1.0364,3.0108,C2
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.6715,0.4292,0.0271,1.0362,3.2228,0.2723,0.8639,1.1762,0.3232,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.0838,1.2386,0.3194,1.6679,2.8109,0.0597,0.1608,0.6852,1.855,C2
f00,f10,f21,f30,f40,f50,f61,f70,f81,0.8285,1.3462,0.0918,0.8253,1.6067,0.007,0.4511,1.2416,0.0471,C2
f01,f10,f20,f30,f40,f50,f61,f71,f81,0.3126,0.8549,1.1103,1.8632,0.4786,0.9713,0.4686,1.4583,2.7084,C2
f01,f10,f20,f31,f40,f51,f61,f71,f81,0.43,1.3167,1.448,0.7042,0.5106,0.0967,0.4942,1.3193,3.331,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.4011,0.3011,1.2029,2.0042,0.6311,0.9095,0.056,0.8605,2.9498,C2
f00,f11,f21,f30,f40,f50,f61,f71,f80,1.9511,1.3419,1.0148,1.685,0.2074,0.7562,0.1363,0.511,2.1089,C2
f00,f10,f21,f30,f41,f51,f61,f70,f80,1.0216,1.3992,1.5023,1.1076,0.5621,0.0515,0.6875,0.9179,1.9261,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.111,1.1354,1.3587,0.9043,2.6455,0.6313,1.1949,0.4862,1.786,C2
f00,f10,f21,f30,f40,f51,f61,f70,f80,1.8857,0.9335,0.0649,1.2853,0.5858,1.0752,1.2281,0.4553,3.0995,C2
f00,f10,f20,f30,f40,f51,f61,f70,f80,0.6341,1.3215,1.6959,0.5589,3.5858,0.355,0.0087,0.8715,0.1172,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.5089,0.0731,1.401,0.7314,2.4033,0.943,1.2373,1.2149,1.5212,C2
f01,f11,f21,f30,f40,f50,f61,f71,f80,0.8787,0.0166,0.9372,1.2303,2.6265,0.251,0.3931,0.7082,1.4842,C2
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.276,0.5612,0.8847,0.0724,3.8347,0.9707,0.6255,0.2356,1.9642,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.6678,0.0184,0.7217,1.4319,4.1267,1.1489,0.394,1.1806,1.337,C2
f00,f11,f20,f30,f41,f51,f61,f70,f80,1.6451,0.5919,0.1439,1.1338,0.7164,0.8848,0.3115,0.9424,0.1212,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.9022,0.4777,0.3255,0.5968,0.9085,1.0459,1.1985,0.6839,2.775,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.5063,0.6501,0.8935,0.6529,1.5294,0.2414,0.1786,1.0388,0.7454,C2
f01,f10,f21,f30,f40,f51,f61,f70,f80,0.5984,0.9376,0.031,1.6141,4.2434,0.024,0.5477,0.8042,0.3728,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.2033,1.0048,1.4154,1.0107,0.5738,0.1173,0.3122,0.4131,1.9945,C2
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.5248,1.3911,1.1196,0.8119,3.1819,0.9792,0.9491,0.493,1.5705,C2
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.9314,1.4638,0.3516,1.2977,1.9356,0.6333,0.0055,1.3833,2.3525,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.0146,0.5943,1.5693,1.0426,3.2497,1.0812,0.2661,1.1988,3.2596,C2
f01,f10,f20,f30,f40,f50,f61,f71,f80,1.1538,0.1055,0.8192,0.5027,3.1313,0.7171,0.3048,0.9891,2.4934,C2
f00,f10,f21,f30,f41,f50,f61,f70,f80,1.7016,1.3064,0.2054,1.6888,3.2677,0.8406,0.0337,0.5308,0.9556,C2
f01,f10,f20,f30,f40,f50,f61,f70,f80,0.7154,1.4841,1.5103,1.5868,0.0589,0.3067,0.0838,1.0069,1.1033,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.7031,1.2921,0.6779,0.7752,0.8851,0.4149,0.1109,0.1305,0.4146,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.3921,0.0488,1.0954,1.4005,4.3704,0.544,0.5512,0.9999,2.0172,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.4291,0.7064,1.8482,1.2622,3.0057,0.292,0.8597,0.3006,2.6678,C2
f00,f11,f21,f30,f40,f51,f61,f70,f80,0.1262,1.5296,0.8428,1.482,1.3016,0.0495,1.2217,0.5214,2.1722,C2
f00,f11,f21,f30,f41,f51,f61,f71,f80,1.7099,0.2289,0.4852,1.1069,0.1932,0.7946,0.3877,1.2542,1.59,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.2282,1.126,1.4161,0.1017,2.3652,0.6925,0.5886,0.7063,0.3504,C2
f00,f10,f20,f30,f40,f51,f61,f70,f80,0.7127,0.9637,1.2214,1.0943,1.2914,0.4663,1.2041,1.4346,2.0175,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.3267,1.0464,1.5201,0.8298,3.8818,0.4953,0.8569,0.923,2.9095,C2
f01,f10,f21,f30,f41,f50,f61,f71,f80,1.9477,1.274,0.3317,1.3515,2.467,0.8167,0.3592,0.9423,3.2364,C2
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.7337,1.4564,1.4741,0.6756,0.0698,0.6216,0.2762,1.3116,1.9684,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,1.8859,0.3946,1.514,0.6928,3.169,0.8916,1.0548,1.2142,2.6725,C2
f01,f10,f21,f30,f40,f51,f61,f71,f80,1.929,0.6875,1.7882,1.0553,2.5206,0.8018,0.6602,0.2831,1.465,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.0901,0.2328,1.9037,0.8315,1.3357,0.7662,0.9317,0.8805,1.5922,C2
f01,f10,f21,f30,f40,f51,f61,f71,f80,0.4164,0.4344,0.0579,1.5623,2.1701,0.8829,0.7303,0.2823,0.7704,C2
f01,f11,f20,f30,f40,f50,f61,f70,f80,0.3073,0.22,0.1946,0.9481,0.9171,0.2322,0.0502,0.1143,2.6704,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.3641,0.6041,2.0739,1.6244,2.5299,0.9709,0.4962,0.8031,2.7775,C2
f00,f10,f20,f30,f40,f51,f61,f71,f80,1.4,0.797,1.3246,0.1808,0.7492,0.6182,0.2407,0.4667,0.1898,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.8767,1.4139,0.2893,0.1967,1.6939,0.0565,0.1472,1.1773,0.9184,C2
f01,f10,f21,f30,f40,f50,f61,f71,f80,1.5918,0.2432,0.6044,1.4811,0.7921,0.5958,1.0173,0.4725,0.9217,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.4565,0.0241,1.7772,0.0671,3.692,0.2938,0.2463,0.8102,0.4188,C2
f00,f10,f21,f30,f41,f50,f61,f70,f80,1.9261,0.1321,0.1631,0.0427,0.0164,0.7001,1.2263,0.9337,0.5842,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.7134,0.9511,0.3598,0.5361,2.0621,0.7794,0.8365,1.0605,1.7974,C2
f01,f10,f20,f30,f40,f50,f61,f70,f81,1.4445,0.2968,0.9672,0.2264,0.3668,0.9972,1.0101,1.0487,0.3904,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.1965,1.1886,1.0253,0.4638,1.8669,0.7614,0.4111,0.4428,0.9207,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.2865,0.1556,0.0318,0.0748,2.459,1.0467,1.1923,0.2718,2.4373,C2
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.6917,1.1584,1.0319,0.7215,2.874,0.3643,0.0059,1.2908,2.368,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.4859,0.3279,1.7693,0.1438,0.1176,1.1088,0.3053,1.4463,2.4788,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.2138,0.6907,0.7236,0.4074,2.0732,0.2619,0.1551,0.338,0.6046,C2
f00,f10,f21,f30,f40,f50,f61,f70,f81,0.3833,0.5915,1.8814,1.1623,2.4357,0.4561,0.5725,0.969,2.6164,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,1.8467,0.6472,0.8245,1.3233,3.0357,0.4523,1.0394,0.3511,0.0976,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.0034,0.2643,0.0199,1.3061,2.2114,0.4879,1.1567,0.758,0.8197,C2
f00,f10,f21,f30,f40,f50,f61,f70,f81,1.0147,1.4197,1.6179,0.5316,3.3482,0.7732,0.2759,0.9179,2.1395,C2
f01,f10,f20,f30,f41,f50,f61,f70,f80,1.3947,0.3082,0.1982,1.5736,1.4459,0.7431,1.0714,0.3988,0.8471,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.6171,1.2343,0.8304,0.3951,2.8219,0.4778,0.4437,1.058,1.8845,C2
f01,f10,f20,f30,f41,f50,f61,f70,f80,1.7546,0.0695,1.8744,0.8163,3.3297,0.9347,1.2309,1.0218,3.1237,C2
f00,f11,f20,f30,f40,f50,f61,f70,f80,0.6138,0.8406,0.798,1.0608,4.2576,0.6267,0.0333,0.0614,0.5726,C2
f00,f10,f20,f30,f40,f51,f61,f70,f80,1.071,0.4305,0.7457,1.3625,0.6372,0.5878,1.1641,0.7167,3.2561,C2
f00,f10,f21,f31,f40,f51,f61,f70,f80,1.6497,0.3021,1.9221,1.1816,1.9703,0.5086,0.5669,1.4733,2.6638,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.7643,0.6899,2.0164,0.4288,1.3404,0.9383,1.0843,0.8417,0.0563,C2
f00,f10,f20,f30,f41,f50,f61,f71,f81,1.8249,0.2477,0.4453,1.1418,1.9649,0.2142,0.3954,1.4392,1.3792,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.4208,1.2193,0.5194,1.3614,2.3809,0.5019,0.4105,0.0105,1.2462,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.8974,0.8484,0.7543,0.1798,0.9529,0.8431,0.0139,1.1755,2.3899,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,1.8326,1.143,0.7406,1.7858,2.4838,0.3269,0.6791,0.6776,1.2848,C2
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.2812,1.1775,1.6601,0.9437,1.3365,0.3507,0.189,0.7643,0.2162,C2
f01,f11,f20,f30,f40,f51,f61,f71,f80,0.6835,0.9485,0.1851,0.5105,2.2901,0.2571,0.3408,0.8093,0.2583,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.9601,0.87,0.9128,1.4342,3.4703,0.7825,0.4256,0.6671,0.1418,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.4257,0.7724,0.5783,1.3957,0.7906,0.6178,0.8545,1.0533,2.2347,C2
f00,f10,f21,f31,f40,f50,f61,f70,f80,0.2194,1.017,2.0696,0.1436,2.2969,0.9279,0.4626,0.9332,3.0388,C2
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.7695,0.4952,0.6589,0.8256,1.4819,0.3928,0.0555,0.2695,3.2315,C2
f00,f10,f21,f30,f41,f50,f61,f71,f81,0.2216,1.2359,1.6582,0.8755,0.0927,1.0403,0.5346,0.7066,0.7547,C2
f00,f10,f21,f30,f40,f50,f61,f70,f81,1.0556,0.2384,0.3065,1.5988,0.3614,0.8428,0.3604,0.6749,2.2793,C2
f00,f11,f21,f30,f41,f50,f61,f71,f81,1.8937,0.9605,1.8914,0.9947,2.5422,0.5618,0.6554,1.3634,2.0683,C2
f01,f11,f21,f31,f40,f51,f61,f71,f80,1.5425,1.2647,0.7296,1.6509,3.0333,0.499,0.4699,1.3016,0.2262,C2
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.1397,0.1849,0.3166,0.4808,0.6179,1.0215,0.4973,0.9013,2.4675,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.9094,0.5497,0.1202,1.821,0.5646,0.7696,0.7095,0.2362,1.2074,C2
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.5576,0.6511,0.3849,0.6736,0.607,1.0358,0.5617,0.8447,0.0642,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.6864,0.0872,0.8985,1.7143,0.9701,0.5335,0.3705,0.9778,0.2918,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.9662,0.4483,0.4336,0.7786,3.7189,0.0287,1.0163,0.3284,3.1065,C2
f00,f10,f21,f31,f41,f50,f61,f71,f80,1.8531,0.6852,1.656,1.2096,1.2554,0.4181,0.7924,0.9403,1.6648,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.2914,1.5237,1.0252,0.5781,0.6593,0.7878,0.0377,0.9826,0.3891,C2
f00,f10,f20,f30,f40,f51,f61,f71,f80,1.4097,1.3957,0.1626,1.7128,2.4358,0.7718,0.7138,0.1722,1.3407,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.4593,0.1602,1.5589,1.462,1.7059,0.9761,0.3946,0.338,2.7765,C2
f00,f11,f20,f30,f41,f50,f61,f71,f81,0.8434,0.0395,1.8876,0.5074,3.8213,0.9797,0.0771,0.9141,1.196,C2
f00,f11,f21,f30,f40,f50,f61,f70,f80,0.9642,0.7536,0.3607,0.5378,1.8707,0.8804,0.7164,0.3172,1.9875,C2
f01,f11,f21,f30,f40,f50,f60,f70,f80,0.0956,0.607,1.5806,1.8976,1.6895,0.49,1.2003,0.5132,2.0979,C2
f00,f10,f20,f30,f40,f50,f61,f70,f81,1.2519,0.1234,0.799,1.6754,0.6972,0.2845,0.8768,1.1039,2.4477,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.9534,1.4562,1.8118,1.1217,0.0341,0.9093,0.1932,0.8608,2.6887,C2
f00,f10,f21,f30,f41,f51,f61,f71,f81,1.1551,0.0729,1.6916,1.8802,3.421,0.8498,0.9959,0.1144,1.0614,C2
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.4715,1.4933,2.0292,1.8652,0.499,1.1464,0.2883,0.0345,0.7645,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.1247,0.8741,1.6232,1.6308,2.001,1.1065,0.5401,0.7866,2.3063,C2
f00,f10,f21,f30,f40,f50,f61,f71,f81,0.3393,0.5164,1.2905,0.1637,0.9386,0.813,0.177,0.7881,2.4278,C2
f01,f10,f20,f30,f40,f50,f61,f71,f80,0.9047,0.6898,0.4525,1.8878,0.1073,1.1053,0.7631,1.3731,0.3391,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.4867,1.0088,0.9842,1.4689,3.2772,0.7034,0.5372,0.4025,2.0106,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.6406,0.6011,0.3907,0.6587,3.6816,0.5988,0.4917,0.4838,0.1629,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.9224,0.3416,1.6412,0.7005,1.3527,0.0393,0.1044,0.003,2.6299,C2
f01,f11,f21,f30,f40,f51,f61,f70,f80,1.3618,0.232,1.4555,0.0085,1.9369,0.5472,0.9638,0.4629,1.1333,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.8579,1.0446,0.3062,0.4052,2.9043,0.0323,1.1092,0.1996,1.4273,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,1.6479,0.7481,1.5863,0.1165,1.4641,0.4423,1.108,1.3829,3.2111,C2
f00,f11,f21,f30,f40,f50,f61,f70,f80,0.2031,0.1399,1.4091,0.4955,1.2882,0.2877,0.115,0.362,2.3959,C2
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.0726,0.36,1.0734,0.9668,3.0981,0.1111,0.0621,0.1342,2.0219,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.127,0.9227,2.0266,0.6794,0.7058,0.6137,0.6011,0.5038,2.9927,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.7407,0.0542,1.7329,0.708,4.2062,0.6909,0.9952,0.3475,2.7639,C2
f00,f10,f20,f30,f40,f51,f61,f70,f81,1.0511,1.0058,0.3421,0.2816,4.2409,0.4929,1.0019,0.5317,0.5332,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.7224,1.2996,1.0699,0.5568,2.8691,0.8496,1.1664,1.0367,2.2292,C2
f01,f11,f20,f30,f40,f50,f61,f70,f80,0.5844,0.1405,1.9297,1.7397,1.0115,0.0585,0.3946,1.1768,0.5946,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.7996,0.9043,0.8743,0.9143,4.2855,0.829,0.9721,1.4436,2.4465,C2
f00,f11,f21,f30,f40,f50,f61,f70,f80,0.4293,1.248,1.9429,0.8668,0.2936,0.494,0.4895,1.2858,1.9758,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.7803,0.2931,1.7964,0.6274,1.8627,0.1284,0.0637,0.3939,0.9613,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.4947,1.5354,0.7004,0.0386,1.7441,1.0307,1.2103,1.244,3.0025,C2
f00,f10,f20,f31,f40,f50,f61,f71,f80,0.125,0.5211,1.2029,0.0061,3.2516,0.2614,0.5012,0.0745,0.6147,C2
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.3459,1.3284,1.0747,0.9162,3.0139,0.5621,1.1543,0.7385,2.6153,C2
f00,f11,f21,f30,f40,f51,f61,f71,f80,1.1679,1.4652,1.8825,1.9348,2.6005,0.7031,0.9895,0.531,1.4188,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.3474,1.4725,0.2171,0.0241,0.9624,1.0211,0.343,0.2883,2.3142,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.4844,1.1212,1.3789,0.683,2.5085,0.2004,1.2399,0.1879,1.3257,C2
f00,f11,f20,f30,f41,f51,f61,f71,f80,1.4045,0.7114,1.9043,1.5874,2.1243,0.5105,1.0636,1.2731,1.0851,C2
f00,f10,f21,f30,f41,f51,f61,f71,f80,1.6571,0.0997,1.842,0.1358,3.6444,1.1072,0.9967,0.8373,1.8129,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.4574,1.3817,0.6043,1.5682,4.1928,0.1388,0.9895,0.5822,1.8356,C2
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.3121,0.017,1.2652,0.3083,3.0379,0.2235,0.2555,0.2079,0.9385,C2
f01,f10,f20,f30,f40,f50,f61,f70,f80,0.252,0.0475,1.4161,1.117,0.2586,1.1407,0.1459,1.168,2.7923,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.4591,1.3349,0.1607,1.4696,2.9736,0.2609,1.1653,1.3721,1.9491,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.6514,0.8793,1.5848,0.8585,1.5802,0.1454,0.496,0.3453,0.8753,C2
f00,f10,f20,f30,f41,f50,f61,f71,f81,1.9477,0.9395,0.7037,0.4601,1.4516,0.2212,1.2659,0.2667,1.5182,C2
f01,f10,f21,f30,f40,f50,f61,f71,f80,1.6349,0.8798,1.8875,1.4342,1.7232,0.6896,1.2662,0.1941,0.2433,C2
f00,f10,f21,f31,f40,f51,f61,f70,f81,0.3365,1.2298,1.6879,0.7583,3.1688,0.927,0.7435,0.2564,0.2669,C2
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.5495,1.4416,0.1256,1.6392,2.6591,0.5713,0.7445,1.3216,1.8833,C2
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.4823,0.267,0.7251,1.1945,1.6802,0.7828,0.343,0.8728,0.157,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.4314,0.8768,1.6151,0.7902,0.7224,0.4938,0.8234,0.3286,2.6226,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,0.3243,1.2934,1.6217,0.4808,0.5408,1.0297,0.9973,0.9158,0.1036,C2
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.6919,0.9236,1.968,0.4513,0.6213,0.8527,1.0082,0.3574,2.704,C2
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.0812,1.3364,0.1345,0.1262,3.7109,0.9215,0.3759,0.9278,2.0436,C2
f01,f11,f21,f30,f40,f50,f61,f71,f80,1.1371,0.4546,0.4465,0.9419,2.9508,0.6104,0.6276,0.1354,2.5253,C2
f00,f10,f21,f30,f40,f51,f61,f71,f80,1.0525,0.5773,1.9315,1.4263,4.0323,0.2888,0.2803,1.1299,1.4811,C2
f00,f10,f21,f30,f41,f50,f61,f70,f80,1.8041,1.4153,0.1924,1.9674,3.1195,0.3165,0.6541,0.1892,3.0739,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.3814,1.4093,1.9076,0.1869,4.1603,0.798,0.2204,0.6902,2.1584,C2
f01,f10,f21,f30,f40,f50,f61,f70,f80,1.4148,0.9879,1.3918,0.8865,3.7349,0.7195,1.1517,0.5364,0.2267,C2
f01,f10,f20,f30,f40,f51,f61,f71,f80,0.8102,0.5019,1.9684,1.9231,2.4216,0.7204,0.993,0.6742,0.3884,C2
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.0259,0.8095,1.5341,0.0145,0.3775,0.3574,0.8328,0.4052,1.0665,C2
f00,f10,f20,f30,f40,f51,f61,f70,f80,1.069,0.7179,0.691,0.1573,3.226,1.053,0.1702,0.2606,2.4623,C2
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.1524,0.1809,0.8428,1.8447,3.8119,0.6454,1.0706,1.0333,1.932,C2
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.3139,1.3388,1.561,1.1639,0.3168,1.1421,0.6624,1.3248,2.364,C2
f01,f11,f21,f30,f41,f50,f61,f71,f80,1.7875,0.811,1.334,1.2917,2.9323,0.3929,0.2752,0.264,3.2802,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.1363,0.8254,1.8038,1.5847,4.019,0.9424,0.8918,1.2824,0.5291,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.2763,0.9609,1.3423,0.6503,3.1747,1.0201,0.1581,1.0858,1.1064,C2
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.8326,1.1426,0.2408,1.9458,1.005,0.3869,0.1879,0.9963,0.1219,C2
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.5558,1.1686,1.1865,0.8488,4.3127,0.9272,0.7765,0.3572,1.0493,C2
