f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,class
f00,f10,f20,f31,f40,f50,f61,f70,0.0168,1.8544,1.03,0.6348,2.6125,1.4074,0.8674,12.4486,f161,f171,f181,C3
f01,f11,f20,f31,f40,f50,f61,f70,0.6539,?,0.4478,0.4349,4.2376,1.0347,0.2265,0.1373,f160,f170,f181,C3
?,f10,f20,f31,f41,f50,f60,f71,0.8388,1.1045,1.1178,0.5159,2.5036,1.7137,0.5349,7.1051,f161,f171,f181,C3
f00,f10,f21,f31,f40,f50,f60,f71,0.0968,0.6862,1.0005,0.1292,3.2886,0.4484,1.1852,9.1645,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.8536,1.5848,1.2246,0.025,0.63,1.0614,0.693,8.5771,f160,f170,f180,C3
f01,f10,f21,f30,f40,f50,f61,f71,0.1804,0.5583,0.2779,0.8413,1.8221,0.8924,0.0022,9.4726,f160,f170,f180,C3
f01,f11,f20,f31,f40,f50,f61,f71,0.8548,0.3494,1.2742,0.8906,2.6478,0.0668,0.5595,?,f160,f170,f180,C3
f01,f10,f21,f31,f40,f51,f60,f71,0.2427,0.1428,?,0.2649,1.3551,0.035,1.127,11.3253,f160,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.9318,1.6335,0.0817,0.7621,3.3443,0.2527,0.4068,11.8993,f161,f170,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.6664,1.5245,0.3569,0.5196,1.0123,1.4011,0.5025,5.5406,f160,f170,f181,C3
f00,f11,f20,f31,f40,f50,f60,f71,0.1824,0.659,0.7402,0.4712,1.1019,1.6617,0.1049,12.587,f160,f170,f181,C3
f01,f10,f21,f31,f41,f50,f60,f70,0.6546,0.8539,0.0878,0.7211,1.159,0.5052,1.1466,10.4664,f161,f170,f181,C3
f01,f10,f21,f30,f40,f50,f60,f71,0.4598,1.1219,0.9552,0.8984,1.5835,0.9549,1.044,10.4879,f160,f170,f181,C3
f01,?,?,f30,f40,f51,f61,f71,1.0144,1.6662,1.185,0.3949,1.7786,0.5919,0.6432,4.4247,f161,f171,f181,C3
f00,f10,f20,f31,f40,?,f60,f71,0.8585,1.2248,0.5069,0.0686,0.31,0.533,1.1576,12.908,f160,f170,f181,C3
f00,f11,f20,f31,f40,f50,f61,f71,0.6043,1.0219,?,0.0678,0.6392,1.3756,0.106,0.5072,f161,f171,f181,C3
f01,f11,f20,f31,f40,f51,f60,?,0.8334,0.7086,0.9943,0.6777,3.268,1.2719,1.049,10.7179,f160,f170,f180,C3
f01,f10,f21,f31,f41,f51,f60,f71,0.0305,1.4139,1.0549,0.1179,1.6645,1.5951,0.0561,6.3743,f161,f171,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.4558,0.0719,0.3055,0.8591,3.8605,0.6007,0.731,2.0027,f161,f170,f181,C3
f01,f11,f20,f30,f40,f50,f61,f71,0.428,0.0392,1.2829,0.6732,1.8562,0.145,0.2498,7.2891,f161,f171,f181,C3
f01,f10,f20,f31,f40,f51,f61,f71,0.9881,0.2133,0.058,?,1.5971,1.8276,0.4663,3.0423,f161,f171,f181,C3
f01,f11,f20,f30,f40,f50,f61,f71,?,0.7564,0.3056,0.8076,4.2777,1.0807,0.3469,13.3241,f160,f170,f181,C3
f01,f10,?,f31,?,f50,f61,f71,0.1743,0.1751,0.7558,0.7486,2.9281,0.8122,1.0936,4.744,f161,f170,f180,C3
f01,f10,f20,f30,f40,f50,f61,f71,0.2313,0.9312,0.6119,0.6568,2.2833,1.7444,?,6.962,f161,f171,f181,C3
f01,f11,f20,f31,f40,f50,f61,f70,0.2394,1.3123,1.1479,0.9359,2.097,0.2548,0.5191,2.8516,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.1877,2.0771,1.2734,0.0978,2.7637,1.442,0.2526,9.6273,f161,f170,f180,C3
f00,f10,f21,f31,f41,f50,f61,f71,0.8898,0.3556,1.2679,0.1224,1.8247,1.1975,0.9381,6.9044,f161,f171,f181,C3
f01,f11,f21,f31,f40,f50,f60,f71,0.1885,1.3625,0.5378,0.4112,3.4264,0.8019,?,9.0323,f161,f170,f180,C3
f00,f10,f20,f30,f40,f50,f60,f70,0.1644,0.783,0.5105,0.0778,0.053,0.8109,0.8351,10.3463,f160,f170,f181,C3
f00,?,f20,f31,f41,f50,f61,f71,1.1138,0.629,0.4364,0.7197,1.9878,0.8462,0.8734,12.4647,f161,f170,f181,C3
f01,f10,f20,f31,f40,f51,f61,f71,0.9858,1.7867,?,0.7639,4.1511,1.2741,0.9805,13.3186,f160,f170,f180,C3
f01,f11,f21,f31,f40,f50,f60,f70,0.6115,1.4617,0.4745,0.8734,1.397,0.5809,0.8313,12.9796,f161,f171,f181,C3
f01,f10,f20,f31,f41,f50,f61,f71,0.9811,1.6902,0.2221,?,1.2961,0.3411,0.933,3.7715,f161,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.2542,0.812,0.1577,?,3.5047,0.5146,0.0314,4.2084,f161,f171,f181,C3
f00,f11,f20,f31,f40,f51,f60,f71,0.0578,1.2744,0.7682,0.1576,3.4236,1.5854,1.0759,10.7828,f161,f171,f181,C3
f00,f10,f20,f31,f40,f50,f61,f71,0.6819,1.1282,0.3879,0.4994,0.2667,0.8635,0.6431,6.7944,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.7996,0.0732,0.2517,0.2959,3.4186,0.9849,0.5572,13.25,f160,f170,f180,C3
f00,f10,f20,f31,f41,f51,f61,f70,0.6537,0.3902,1.0344,0.5029,1.9243,0.8588,0.1724,4.0303,f161,f170,f181,C3
f01,f11,f20,f31,?,f51,f61,?,0.6588,0.3663,1.309,0.6238,1.698,0.784,0.827,13.8899,f161,f171,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.4208,0.8321,1.2392,0.8517,0.3089,1.7986,0.3606,11.4179,f161,f170,f181,C3
f01,f11,f20,f31,?,f50,f61,f71,0.6737,?,0.5685,0.1172,4.2522,0.0166,0.7626,4.7197,f160,f170,f181,C3
f01,f10,f20,f30,f40,f50,f60,f71,?,2.0119,0.888,0.7134,3.7149,1.2034,0.2172,10.4732,f160,f170,f180,C3
f01,f10,f20,f30,f40,f50,f61,f71,0.4926,1.5071,0.9244,0.7041,3.3849,0.9431,0.9418,6.2078,f161,f171,f181,C3
f01,f11,f20,f31,f40,f50,f61,f70,0.2413,2.0737,1.0834,0.6935,3.1226,1.5789,0.6256,5.85,f160,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.2139,0.9509,0.836,0.9202,2.1713,1.1365,0.9305,8.565,f160,f170,f180,C3
f00,f11,f21,f31,f40,f50,f61,f71,0.1787,0.4343,0.9961,0.5446,1.8901,1.0104,0.1855,4.8933,f160,f170,f180,C3
?,f10,f20,f30,f40,f50,f60,f71,0.8122,1.0281,0.3344,0.5669,1.6089,0.3646,0.8619,0.2049,f160,f171,f181,C3
f00,f11,f20,f31,f40,f50,f61,f71,0.3338,2.0892,1.1557,0.3814,3.2482,1.4953,0.4878,0.3671,f161,f171,f180,C3
f00,f10,f21,f30,f40,f50,f61,f71,0.6363,1.6677,1.2987,0.8457,1.0702,0.2969,0.1827,0.0059,f161,f171,f181,C3
f01,f11,f20,f30,f40,f50,f61,f71,0.4507,1.2981,0.5198,0.0962,3.5268,1.8022,0.7325,1.9775,f161,f170,f181,C3
f01,f11,f20,f31,f40,f50,?,f71,0.3776,2.1175,0.7129,0.5143,2.7784,0.8122,0.5987,12.7974,f161,f171,f181,C3
f01,f10,f20,f30,f40,f50,f61,f71,0.2263,0.3135,0.6888,0.4632,2.1886,0.054,0.1727,3.3674,f160,f170,f180,C3
f00,f11,f20,f30,?,f50,f60,f71,0.3035,1.084,0.8188,0.8958,1.0212,1.1738,0.351,0.4635,f161,f170,f181,C3
f00,f10,f20,f31,f40,f50,f61,f70,0.7098,1.0656,0.1433,1.005,1.5984,0.9976,0.2787,1.7996,f160,f170,f181,C3
f01,?,f20,f31,f40,f50,f61,f71,0.5331,1.3717,0.6059,0.5626,2.5863,0.526,0.8672,8.3633,f160,f170,f180,C3
f01,f11,f20,f30,f41,f50,f60,f71,0.7684,?,1.2834,0.0517,0.0209,1.7773,1.1813,13.5768,f161,f171,f180,C3
f01,f10,f21,f31,f41,f51,f60,f71,0.3374,1.4076,0.1231,0.1888,3.0422,0.7127,0.7343,13.3788,f160,f170,f180,C3
f00,f10,f21,f31,f40,f50,f61,f71,0.1272,0.4834,1.153,0.6042,?,?,0.6279,5.8845,f160,f170,f181,C3
f00,f11,f20,f31,f40,?,f61,f71,0.0322,0.129,1.1139,0.1489,2.1704,1.7774,0.3801,4.826,f160,f170,f180,C3
f00,f10,f20,f31,f40,f50,f60,f71,0.3617,1.5172,?,0.4265,?,1.0891,1.1342,10.1367,f160,f170,f180,C3
f01,f11,f21,f30,f40,f50,f61,f70,0.0909,1.2973,0.6518,0.3959,3.7817,0.0265,1.0023,0.0736,f161,f170,f181,C3
f01,?,f20,f30,f40,f50,f61,f71,0.9193,0.2364,0.0827,0.0765,2.1494,1.4017,0.896,2.2779,f161,f170,f180,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.9744,0.2886,0.7746,0.8145,4.2451,1.5898,0.3984,8.7086,f160,f170,f181,C3
f01,f10,f20,f31,f40,f51,f60,?,0.6462,0.7844,0.2323,0.8535,1.7781,0.4228,0.0567,12.4004,f160,f170,f180,C3
f00,f11,f20,f30,f40,f50,f60,f71,0.184,0.7197,1.1187,0.3427,3.6202,0.9496,0.8036,8.4897,f161,f170,f181,C3
f01,f10,f21,f31,?,f50,f61,f71,0.152,1.2894,0.5586,0.9986,1.1126,0.8558,0.1169,7.3723,f161,f170,f180,C3
f00,f10,f20,f31,f41,f50,f61,f71,0.9329,0.2372,0.6343,0.2421,1.0608,1.3797,0.7424,0.4456,f161,f170,f181,C3
f01,f10,f20,f31,f41,f50,f60,f71,1.0296,0.53,1.0262,0.5633,1.8622,1.2029,0.6644,13.107,f161,f170,f181,C3
f00,f10,f20,f30,f40,f51,f61,f71,0.3675,1.7331,1.0806,0.803,0.6384,0.5125,0.3951,11.8237,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.1766,0.8975,?,0.8344,1.4521,1.0145,0.0876,13.751,f160,f170,f180,C3
f01,f10,f20,f30,f40,f51,f61,f70,0.7726,1.7036,0.4769,0.4081,1.2581,0.4814,0.2848,0.3426,f161,f170,f181,C3
?,f10,f21,f31,f40,f50,f60,f71,0.9015,0.023,1.0038,0.8889,4.247,1.7728,1.082,2.0522,f160,f170,f181,C3
f00,f10,f21,f31,f40,f50,f60,f71,0.1072,1.6932,0.8848,0.5389,0.7171,1.229,?,3.3478,f160,f170,f180,C3
f01,f11,f21,f31,f40,f50,f60,f71,0.5376,1.0866,0.7825,0.3678,3.6176,1.643,1.0233,8.6916,f160,f170,f180,C3
f01,f10,f21,f30,f40,f50,f61,f70,1.0916,1.533,0.1928,0.1718,0.8395,0.8202,0.1953,3.1117,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.4272,0.3813,1.2918,0.4227,0.3281,?,0.1018,10.4805,f160,f170,f181,C3
f01,f10,f21,f31,f41,f50,f60,f70,0.7613,?,1.2043,0.7849,3.4815,1.5326,0.4498,1.5116,f161,f171,f181,C3
f01,f11,f20,f31,f41,f51,f60,f70,0.5889,0.8025,0.3296,0.8902,0.0097,1.2568,1.1209,8.2624,f161,f171,f180,C3
f01,f10,f20,f30,f41,f50,f60,f71,0.85,1.5158,0.4918,0.5445,0.6201,1.2176,0.73,2.435,f161,f170,f180,C3
?,f10,?,f30,f40,f50,f61,f71,0.956,1.8878,0.2024,0.5662,2.4612,0.0565,0.4634,1.7298,f161,f170,f181,C3
f00,f10,f20,f31,f40,f50,?,f71,1.0833,0.0651,0.3076,0.412,0.0076,0.0355,1.0366,8.7201,f161,f171,f180,C3
f01,f11,f21,f31,f40,?,f60,f71,0.5281,2.0266,0.0831,0.7693,4.1273,0.8742,0.4443,6.829,f160,f170,f180,C3
f01,f10,f20,f31,f41,f51,f60,f70,0.532,0.9921,0.4147,0.0352,2.576,0.1699,0.5305,8.0843,f160,f170,f180,C3
f00,f11,f20,f30,f40,f51,f61,f71,0.4333,2.0362,0.9582,0.2148,3.6424,0.1355,0.7771,6.2898,f160,f170,f180,C3
f01,f10,?,f31,f40,f51,f60,f71,1.1237,1.3148,0.0341,0.8354,2.4385,0.1919,0.8299,1.995,f161,f171,f180,C3
f00,f10,f21,f31,f41,f50,f61,f71,0.2581,0.2523,1.3034,0.3644,3.1396,1.2954,0.9584,10.9737,f161,f171,f181,C3
f01,?,f20,f31,f40,f50,f60,f70,0.6903,0.6489,0.287,0.588,2.2931,0.6342,0.0705,4.731,f160,f170,f180,C3
f01,f10,f21,f31,f40,f50,f61,f70,0.177,1.4152,0.6695,0.2505,3.2454,1.3333,0.8132,9.5895,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.38,1.745,0.5911,0.2875,4.1449,1.5571,0.6983,6.3688,f161,f170,f181,C3
f01,f11,f20,f31,f40,f50,f61,f71,0.059,1.3107,0.4386,0.0036,3.9667,0.5686,0.2769,11.8461,f160,f170,f181,C3
f00,f10,f21,f31,f40,f50,f61,f70,0.6395,?,0.1847,0.6126,?,1.5122,0.9833,9.81,f161,f171,f181,C3
f01,f10,f21,?,f40,f50,f61,f71,0.2533,1.8031,0.6163,0.0232,?,1.7723,0.7102,11.733,f161,f170,f181,C3
f01,f11,f20,f31,f40,f51,f61,f71,0.9417,0.3184,1.3118,0.5068,2.0455,?,0.5018,9.554,f160,f170,f181,C3
f01,f10,f20,f31,f40,f51,f60,f71,1.1329,0.5259,0.3961,0.2348,3.2762,0.7864,0.7519,?,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.9654,0.7459,1.0694,0.8441,2.0254,1.2501,1.1511,7.4475,f160,f170,f180,C3
f01,f10,f20,f30,f41,f50,f61,f71,0.7948,1.3862,?,0.7498,3.8181,1.0265,0.8378,7.6604,f161,f170,f181,C3
f00,f10,f20,f31,f41,f50,f60,f71,0.5403,0.2453,0.4894,0.7514,3.3127,0.9716,0.0388,6.4175,f161,f171,f180,C3
f01,f10,f20,f31,f41,f50,f61,f71,0.2986,0.7886,1.1871,0.434,2.8945,1.6451,1.1659,3.9686,f160,f170,f181,C3
f00,f10,f21,f31,f41,f50,f61,f71,0.7813,0.6355,1.0019,0.9423,1.4003,0.2917,1.1591,3.3619,f160,f171,f180,C3
?,f10,f20,f31,f41,f50,f60,f71,0.7131,1.1579,0.2499,0.1134,0.2658,1.8347,0.9457,5.5647,f161,f171,f181,C3
f00,f10,f21,f31,f41,f50,f61,f71,0.3062,0.7719,0.909,0.8706,2.9577,1.4721,0.7652,0.7175,f161,f170,f180,C3
f00,f10,f20,f31,?,f50,f61,f71,?,0.7201,0.7924,0.432,1.6341,0.5726,0.7285,3.2496,f161,f171,f181,C3
f00,f10,f20,f31,f40,f50,f61,f71,0.9942,?,0.7565,0.4914,2.5187,0.1638,0.0798,3.0296,f160,f171,f181,C3
f01,f10,f20,f31,f41,f50,f60,f71,0.9439,0.1157,?,0.8441,0.2795,0.6108,0.4013,1.6477,f161,f170,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.5023,0.5978,1.0316,0.5548,2.2909,0.3288,0.9164,5.5777,f161,f170,f180,C3
f01,f10,f20,?,f41,f50,f61,f71,0.4091,0.8833,0.2932,0.8938,2.7421,0.5319,0.0899,1.6863,f161,f171,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.5324,2.0504,0.4046,0.8006,0.517,0.6262,0.8375,5.412,f161,f171,f180,C3
f00,f10,f20,f31,f40,f50,f61,f71,0.386,0.5014,0.8618,0.6825,2.8061,1.2913,1.0673,12.5492,f160,f170,f181,C3
f01,f10,f20,f30,f40,f50,f61,f71,0.7646,0.6141,0.9529,0.8438,2.1162,1.3231,0.5027,12.8775,f160,f170,f181,C3
f01,f11,?,f31,f41,f51,f60,f71,0.2746,0.0566,0.9585,0.3297,?,0.762,0.0962,1.9075,f160,f170,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,1.0711,1.3983,0.5237,0.881,1.7731,1.5468,1.001,8.3765,f161,f170,f181,C3
f01,f11,f20,f31,f40,f51,f61,f71,0.8497,1.7916,1.2405,0.2425,3.8213,0.4026,0.2725,12.3846,f160,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.1186,1.4856,0.41,0.5851,2.1219,1.1646,0.2264,10.0023,f161,f171,f181,C3
f01,f10,f21,f31,f41,f50,f60,f71,1.0913,1.146,0.2762,0.393,4.2539,1.1307,0.8168,11.2181,f160,f170,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.4992,0.6756,0.2971,0.5968,1.9157,1.1097,0.4941,4.5994,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.3655,0.6695,0.8549,0.1346,2.391,0.1194,0.0938,0.7472,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.5387,1.968,0.7509,0.2075,1.7522,1.0871,0.2418,10.1936,f160,f170,f181,C3
f01,f10,f21,f31,f41,f50,f61,f71,0.8833,1.8681,0.7659,0.021,2.3503,0.056,0.6393,1.0912,f160,f170,f180,C3
f01,f10,f20,f31,f40,f50,?,f71,1.1001,0.377,1.19,0.7777,4.2295,0.7686,0.7467,8.5705,f161,f171,f181,C3
f00,f10,f20,f31,f41,f50,f61,f71,0.5,0.1345,1.2183,0.8311,2.8629,1.188,0.5353,12.026,f161,f171,f181,C3
f01,?,f21,f30,f40,f50,f61,f71,1.0451,0.0352,0.717,0.1001,3.0927,1.4794,0.3057,?,f160,f170,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.4948,1.2151,1.0924,0.242,1.0877,0.8889,0.6044,12.3904,f161,f171,f180,C3
f00,f10,f21,f31,f40,f50,f60,f71,0.1279,1.6436,1.2416,0.3009,2.0422,0.4241,0.2168,7.7542,f160,f170,f180,C3
f00,f10,f21,f31,f40,f50,f60,f71,0.2647,1.3762,0.4223,0.9188,1.6272,1.6996,0.1963,3.2723,f161,f171,f181,C3
f01,f10,f21,f31,f40,f50,f60,f71,0.0072,?,0.3454,0.7279,3.7686,1.0165,0.045,5.0676,f161,f170,f181,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.5666,1.1432,0.1,0.448,1.2435,0.841,0.5315,?,f161,f171,f181,C3
f01,f10,f20,?,f40,f50,f61,f71,0.7151,1.1099,0.06,0.6088,1.5409,0.594,0.0434,1.2286,f161,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f70,0.6957,1.3771,1.0468,0.8172,1.079,?,0.3138,9.4879,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.1233,1.6963,1.2358,0.9943,0.5084,1.7656,0.6045,7.3297,f161,f170,f180,C3
f01,f11,f20,f31,f40,f50,f60,f71,0.1356,1.0904,0.8229,0.8222,0.3641,1.7144,0.2299,12.7452,f161,f171,f181,C3
f01,f11,f21,f31,f41,f50,f61,f71,0.8326,1.4788,0.8495,0.6369,1.2579,0.8898,0.0182,9.3307,f160,f171,f181,C3
f01,f10,f21,f31,f41,f51,f60,f71,0.734,2.0289,0.9105,0.2278,2.2912,0.1999,0.6243,13.6511,f160,f170,f181,C3
f01,f11,f20,f31,f40,f50,f60,f71,0.2398,1.1299,0.6461,0.3519,2.1749,1.371,0.0708,4.3534,f161,f170,f181,C3
f01,f11,?,f31,f40,f50,f60,f71,0.2403,2.0606,0.6222,1.0147,2.5666,0.4496,0.2877,5.9788,f161,f171,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.1329,1.5738,0.9002,0.7722,2.7573,0.4263,0.4221,13.3315,f161,f171,f181,C3
f01,f11,f21,f31,f41,f50,f60,f71,0.9944,0.0454,0.402,0.5349,2.1904,0.2893,0.3515,2.2514,f161,f171,f181,C3
f01,f10,f20,f31,f40,f51,f61,f71,0.6071,1.0612,0.8165,0.7098,3.2137,0.3285,0.0559,11.0783,f161,f170,f181,C3
f00,f10,f21,f31,f41,f51,f61,f71,0.207,1.5221,0.2229,0.4805,2.0349,0.636,0.4886,6.348,f161,f170,f181,C3
f00,f11,f20,f31,f40,f50,f61,f71,0.2222,1.108,0.964,0.1732,1.1356,1.1847,?,0.3338,f160,f170,f180,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.1456,0.215,0.2085,0.2743,1.2089,1.8009,1.1425,6.1499,f160,f170,f180,C3
f00,f10,f20,f31,f41,f50,f60,f70,1.1007,1.6493,0.9892,0.5648,1.2726,0.3359,0.8996,3.7134,f160,f170,f181,C3
f00,f11,f21,f31,f40,f50,f61,f71,0.0147,0.9647,0.0863,0.0182,2.8279,0.227,0.3232,3.2493,f161,f171,f181,C3
f00,f10,f21,f31,f40,f51,f61,f71,1.0803,0.2262,0.3815,?,2.3635,0.1307,0.0722,9.3323,f161,f170,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.6953,1.4007,1.0335,0.2948,0.7015,0.8409,0.9838,12.3498,f161,f170,f181,C3
f01,f11,f20,f31,f40,f51,f60,f71,0.6068,0.5976,0.0679,0.3073,0.7013,0.9964,0.5966,12.7471,f161,f170,f180,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.6722,0.7988,0.9584,0.8654,2.8425,0.5028,?,?,f160,f170,f180,C3
f01,f10,f20,f31,f40,f51,f61,f71,0.9942,0.3832,0.6837,0.8379,2.2123,1.1899,0.7598,4.188,f161,f170,f180,C3
f01,f10,f20,f30,f40,f50,f60,f71,0.181,1.2823,1.0713,0.9119,3.2617,0.6374,0.9458,6.9,f160,f170,f181,C3
f01,f10,?,f30,f40,f51,f60,f71,0.0924,0.2744,0.1536,0.5843,2.5131,1.4808,0.3573,2.2992,f161,f170,f181,C3
f00,f10,f21,f31,f40,f51,f61,f70,?,1.5015,0.272,0.3102,2.4713,1.2498,0.1501,1.767,f161,f171,f180,C3
f00,f10,f21,f31,f40,f50,f61,f71,0.0042,0.7537,0.7861,0.7001,3.494,0.3966,0.0706,0.5997,f161,f170,f180,C3
f01,?,f21,f31,f40,f50,f60,f71,1.1149,1.3981,0.0764,0.6765,2.972,1.245,0.828,0.8351,f161,f171,f181,C3
f01,f10,?,f31,f40,f50,f60,f71,0.9336,0.2309,0.9075,0.8471,3.7552,0.5783,1.0221,6.8442,f160,f170,f181,C3
f00,f10,f21,f31,f41,f50,f60,f71,0.8271,0.412,?,0.1341,1.1439,0.3311,0.3651,3.3166,f160,f171,f181,C3
f01,f11,f20,f31,f41,f50,f61,f71,0.3136,0.7792,0.6998,0.3183,1.8647,?,0.5717,8.4194,f161,f170,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.14,1.9029,0.314,0.1687,3.3343,1.313,0.6585,2.8391,f161,f171,f181,C3
f00,f10,f21,f31,f40,f50,f61,f71,0.8977,1.7841,0.0745,0.4251,0.8914,1.6734,0.002,1.1549,f160,f170,f181,C3
f01,f11,f20,f31,f40,f50,f61,f71,0.6281,1.379,0.7426,0.7153,3.0765,0.2338,0.194,3.4032,f161,f170,f181,C3
f01,f10,f20,f31,f41,f50,f61,f71,0.317,1.7729,0.1895,0.3531,2.7602,0.0737,?,4.4167,f161,f171,f180,C3
f01,f10,f20,f31,f40,f50,f61,f71,0.0506,1.0777,0.5608,0.2752,1.9694,1.3285,0.5583,6.8063,f160,f170,f180,C3
f00,f10,f20,f30,f40,f51,f60,f70,0.9412,0.7673,1.2216,0.6415,2.5339,1.3716,0.2451,3.8228,f161,f170,f180,C3
f01,f11,f21,f31,f40,f50,f60,f71,0.1163,1.9976,0.408,0.4931,4.0654,1.6935,0.9471,13.0613,f161,f171,f181,C3
f01,f10,f20,f30,f40,f50,f60,f71,0.1604,0.0907,1.1965,0.9349,3.7301,1.2191,0.1665,11.1836,f161,f171,f180,C3
?,f11,f20,f31,f40,f51,f60,f71,0.8965,0.5709,1.309,0.0377,2.5333,0.7944,0.9004,6.6357,f161,f171,f181,C3
f01,f10,?,f31,f40,f50,f61,f71,0.2696,1.5714,0.2051,0.671,0.6607,1.6543,0.2163,9.7106,f160,f171,f181,C3
f01,f10,f20,f31,f40,f50,f61,f71,1.0246,0.7036,0.4235,0.4316,3.728,0.6199,1.0382,9.7503,f160,f170,f180,C3
f00,f10,f21,f30,f40,f50,f61,f70,1.0723,0.6448,0.8081,0.4793,4.1274,0.9145,0.4479,9.7625,f160,f170,f180,C3
f01,f11,f20,f31,f40,f50,f61,f71,0.3954,0.1869,1.0492,0.847,0.1038,0.4398,1.1712,0.1138,f161,f171,f180,C3
f01,f11,f20,f30,f40,f50,f61,f71,1.0697,0.9079,1.3198,0.8286,0.1622,1.06,0.7766,0.2607,f160,f170,f180,C3
f01,f10,f21,f31,f40,f50,f60,?,0.2117,1.6701,0.9533,0.6148,2.6275,0.8187,0.9189,3.039,f160,f170,f181,C3
f01,f10,?,f31,f41,f51,?,f71,0.7043,0.2934,0.7972,0.2196,4.0592,?,1.0053,7.0511,f161,f171,f181,C3
f01,f10,f20,f30,f40,f50,f61,f71,0.9356,0.877,0.2755,0.5245,2.5274,0.9839,0.5822,12.708,f161,f171,f181,C3
f01,f10,f21,f30,f41,f50,f61,f71,1.0079,1.5192,0.5548,0.4471,4.1913,1.6677,1.0003,9.5175,f160,f170,f181,C3
f01,f11,f20,f31,f40,f50,f60,f71,0.5381,1.7074,?,0.1379,2.6861,0.953,1.1719,2.1428,f160,f170,f180,C3
f01,f10,f21,f31,f40,f51,f61,f71,0.4921,2.1266,1.3077,0.1103,0.5266,1.1039,1.119,7.4547,f160,f170,f181,C3
f01,f10,f20,f31,f40,f50,f60,f70,0.5168,0.4643,0.9651,0.2093,0.3549,0.3928,0.4118,5.912,f160,f170,f180,C3
f01,f11,f20,f31,f40,f51,f61,f71,0.7091,1.1606,0.9905,0.4315,0.4092,1.4838,0.281,4.7926,f161,f171,f181,C3
f01,f10,f21,f31,f40,?,f61,f71,0.518,0.3398,0.3564,0.4877,0.9523,1.2208,0.9025,5.2958,f161,f171,f181,C3
f00,f10,f20,f30,f40,f50,f60,f70,0.4118,0.0728,0.7798,0.4702,1.7673,1.5971,0.2806,7.8727,f161,f171,f181,C3
f00,f10,f21,f31,f40,f50,f61,f71,0.8532,1.5109,1.1903,0.4408,3.2807,0.164,1.1053,4.4953,f160,f170,f180,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.6738,0.9028,0.6183,0.9279,1.033,1.1727,0.9763,8.7668,f160,f170,f180,C3
f01,f10,f21,f31,f41,f50,f61,f71,1.0042,0.6292,0.1712,?,1.6562,1.6402,0.1426,5.9847,f160,f170,f181,C3
f01,f10,f21,f31,f40,f50,f61,f71,0.4139,1.1838,0.9269,0.258,2.8754,1.4598,0.5889,5.6202,f160,f170,f180,C3
f00,f10,f20,f31,f40,f50,f60,f71,1.1119,0.269,0.1529,0.2306,1.0386,0.5492,0.3441,13.9017,f160,f170,f181,C3
f01,f11,f21,f30,f40,f50,f61,f71,1.1004,1.2,0.8728,0.6988,3.1727,0.6635,0.235,2.5317,f161,f170,f181,C3
f01,f10,f20,f31,f40,f50,f60,f71,0.2578,0.2804,0.3464,?,0.4696,1.1054,0.4793,3.2771,f160,f170,f181,C3
f01,f11,f21,f31,f40,f50,f60,f71,0.6894,0.2897,0.0884,0.4264,0.7783,0.5094,0.4598,8.3966,f160,f170,f181,C3
